0,659,314
1,660,315
2,660,318
3,660,320
4,660,325
5,661,332
6,659,339
7,658,346
8,661,356
9,661,283
10,666,171
11,667,88
12,668,24
56,712,4
57,712,20
58,712,34
59,714,51
60,712,64
61,715,78
62,712,93
63,707,93
64,692,90
65,682,85
66,673,87
67,665,85
68,657,88
69,649,90
70,641,89
71,637,97
72,628,103
73,623,110
74,617,119
75,610,129
76,604,139
77,599,152
78,593,166
79,589,182
80,580,197
81,576,215
82,569,234
83,566,252
84,560,274
85,556,294
86,552,313
87,595,216
88,609,175
89,623,143
90,636,115
91,646,97
92,653,87
93,660,77
94,663,68
95,666,66
96,671,61
97,676,61
98,681,61
99,681,60
100,685,63
101,687,67
102,689,70
103,692,72
104,693,78
105,696,85
106,698,90
107,700,95
108,711,82
109,728,56
110,741,38
111,753,26
112,765,12
113,773,3
124,852,1
125,857,10
126,862,21
127,867,37
128,872,51
129,874,65
130,878,85
131,880,104
132,885,124
133,888,146
134,888,170
135,890,186
136,894,215
137,895,240
138,896,264
139,899,289
140,897,318
141,872,270
142,840,200
143,821,165
144,807,131
145,796,120
146,789,106
147,785,96
148,780,94
149,775,87
150,771,87
151,769,85
152,766,80
153,764,85
154,762,87
155,759,90
156,759,94
157,755,96
158,753,103
159,752,108
160,752,115
161,752,122
162,760,128
163,766,126
164,769,129
165,780,135
166,784,144
167,787,149
168,791,158
169,800,165
170,803,176
171,808,186
172,812,197
173,816,208
174,819,220
175,819,231
176,824,252
177,826,261
178,830,279
179,832,300
180,833,314
181,838,331
182,837,346
183,842,368
184,840,381
185,842,401
186,840,396
187,835,361
188,833,348
189,830,333
191,818,306
192,820,296
193,817,288
194,815,281
195,817,277
196,817,271
197,815,269
198,813,267
199,812,269
200,810,272
201,812,276
202,807,276
203,808,276
204,807,284
205,807,284
206,808,289
207,805,294
208,805,304
209,805,311
210,803,319
211,805,329
212,802,339
213,803,351
214,802,365
215,802,365
216,800,360
217,800,358
218,800,360
219,802,365
220,802,366
221,802,366
222,802,366
223,800,366
224,802,365
225,803,365
226,803,365
227,800,363
228,803,365
